time,cpu0,cpu1,cpu2,cpu3,cpu4,cpu5,cpu6,cpu7,cpu8,cpu9,cpu10,cpu11,cpu12,cpu13,cpu14,cpu15
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
4080
4080
4080
4800
4800
4800
4800
4800
4800
4800
4800
4800
4800
4800
4800
4800
4800
4800
4800
4800
4800
9120
9360
9360
9840
10080
10080
10080
10800
10800
10800
10800
10800
10800
12240
12240
12240
12240
12240
12240
12240
12240
14160
14160
14160
14160
14160
14160
14160
15840
15840
16320
16320
16320
17040
17040
17040
17760
17760
17760
17760
17760
17760
19200
19200
19200
19200
20160
20400
20640
20640
20640
21360
21600
21600
21600
22320
22320
22320
22320
22320
22320
22320
22320
24240
24240
24240
24240
25200
25200
25680
25680
25680
25680
25680
25680
25680
25680
25680
25680
25680
25680
28560
28560
28560
28560
28560
28560
28560
28560
28560
28560
28560
28560
28560
28560
28560
32160
32160
32160
32160
32160
32160
32160
32160
32160
32160
32160
32160
35040
35040
35040
35040
35040
35040
35040
36720
36720
36720
36720
36720
37920
37920
37920
38640
38880
39120
39360
39360
39360
40080
40080
40080
40800
41040
41040
41520
41760
41760
41760
41760
41760
41760
41760
41760
41760
41760
41760
41760
44640
44880
44880
44880
44880
45840
45840
45840
45840
45840
47040
47280
47520
47520
47520
48240
48480
48480
48960
48960
49440
49440
49440
49440
49440
49440
49440
49440
49440
49440
49440
52080
52080
52080
52080
52080
52080
52080
52080
52080
52080
54480
54480
54480
54480
54480
54480
54480
54480
56400
56400
56400
56400
56400
56400
56400
56400
56400
56400
56400
56400
56400
59520
59520
59520
59520
59520
59520
59520
61200
61440
61440
61440
61440
62400
62400
62400
62400
62400
62400
62400
62400
62400
64560
64800
64800
64800
64800
64800
64800
64800
64800
64800
64800
67200
67200
67200
67920
67920
67920
67920
67920
69120
69120
69120
69120
70080
70080
70080
70080
71040
71040
71040
71040
71040
71040
71040
72720
72720
72720
72720
72720
72720
72720
72720
72720
74880
74880
74880
74880
74880
74880
74880
74880
74880
74880
77280
77280
77760
77760
78240
78480
78480
78480
78480
78480
78480
78480
78480
78480
78480
78480
78480
78480
78480
78480
78480
78480
78480
78480
78480
78480
78480
83760
83760
83760
83760
83760
83760
83760
83760
83760
83760
83760
86400
86400
86400
87120
87120
87120
87120
87120
87120
87120
88800
89040
89040
89040
89040
90000
90000
90000
90000
90000
91200
91200
91200
91200
91200
91200
91200
92880
92880
92880
92880
93840
93840
93840
93840
93840
95040
95040
95040
95040
96000
96000
96000
96000
96000
96000
96000
97680
97680
97680
97680
97680
97680
97680
97680
97680
99840
99840
99840
99840
99840
101040
101280
101280
101280
101280
101280
101280
101280
101280
101280
101280
103680
103680
103680
104400
104400
104400
104400
104400
105600
105600
105600
105600
105600
105600
105600
105600
107520
107760
107760
108240
108480
108720
108720
108720
108720
108720
108720
108720
108720
108720
110880
110880
110880
110880
111840
111840
111840
112560
112560
113040
113040
113040
113040
114000
114000
114000
114000
114000
114000
115440
115440
115440
115440
115440
115440
116880
116880
116880
116880
116880
116880
116880
116880
118800
118800
118800
118800
119760
120000
120240
120240
120720
120960
121200
121200
121200
121200
121200
121200
122640
122880
122880
122880
122880
122880
122880
122880
122880
124800
124800
124800
124800
125760
125760
125760
126480
126480
126960
126960
127440
127440
127440
127440
128400
128400
128400
128400
128400
128400
128400
128400
128400
130560
130560
131040
131040
131040
131760
131760
131760
131760
131760
132960
132960
132960
132960
132960
132960
132960
132960
132960
132960
132960
132960
135840
135840
135840
135840
135840
135840
135840
137520
137760
137760
137760
137760
138720
138720
139200
139200
139200
139920
139920
139920
139920
139920
139920
141360
141360
141360
141360
142320
142320
142800
142800
143280
143520
143760
143760
143760
143760
144720
144720
144720
144720
144720
144720
144720
144720
144720
144720
144720
144720
144720
144720
144720
144720
144720
148800
148800
148800
148800
148800
148800
150240
150480
150480
150480
151200
151200
151680
151680
151680
151680
151680
152880
152880
152880
152880
152880
152880
152880
152880
152880
155040
155040
155040
155040
155040
155040
155040
156720
156720
156720
156720
156720
156720
156720
158400
158400
158880
158880
158880
158880
158880
158880
158880
158880
160800
161040
161040
161040
161040
161040
161040
162480
162720
162960
162960
163440
163440
163440
163440
163440
163440
163440
165120
165120
165600
165600
165600
165600
166560
166800
166800
166800
166800
167760
167760
167760
167760
167760
167760
167760
167760
167760
167760
