global_batch_size,1,2,4,8,16,32,64
64,28.60476646243157,27.62078493387829,28.71481712235912,27.56849441489619,0,0,0
128,26.39903482326002,26.883988902973485,27.962682983774798,26.583488710495104,0,0,0
256,19.647666084668582,24.0270611219783,25.54327252318855,25.24650423778067,0,0,0
