time,full_resource,free_resource,pending_num,running_num,submit_num,ce
166080,128,124,14,4,0,0.03125
166320,128,124,13,4,0,0.03125
166560,128,125,15,3,1,0.0234375
166800,128,124,15,4,1,0.03125
167040,128,125,16,3,0,0.0234375
167280,128,124,15,4,0,0.03125
167520,128,125,16,3,0,0.0234375
167760,128,124,16,4,1,0.03125
168000,128,125,17,3,0,0.0234375
168240,128,124,16,4,0,0.03125
168480,128,125,17,3,0,0.0234375
168720,128,124,16,4,0,0.03125
168960,128,125,17,3,0,0.0234375
169200,128,124,16,4,0,0.03125
169440,128,125,17,3,0,0.0234375
169680,128,124,16,4,0,0.03125
169920,128,125,17,3,0,0.0234375
170160,128,124,16,4,0,0.03125
170400,128,125,17,3,0,0.0234375
170640,128,124,17,4,1,0.03125
170880,128,125,18,3,0,0.0234375
171120,128,124,18,4,1,0.03125
171360,128,125,19,3,0,0.0234375
171600,128,124,19,4,1,0.03125
171840,128,125,20,3,0,0.0234375
172080,128,124,19,4,0,0.03125
172320,128,124,19,4,0,0.03125
172560,128,123,18,5,0,0.0390625
172800,128,124,19,4,0,0.03125
173040,128,123,18,5,0,0.0390625
173280,128,124,19,4,0,0.03125
173520,128,123,18,5,0,0.0390625
173760,128,123,18,5,0,0.0390625
174000,128,123,18,5,0,0.0390625
174240,128,123,18,5,0,0.0390625
174480,128,123,18,5,0,0.0390625
174720,128,123,19,5,1,0.0390625
174960,128,123,19,5,0,0.0390625
175200,128,121,17,7,0,0.0546875
175440,128,122,19,6,1,0.046875
175680,128,120,17,8,0,0.0625
175920,128,121,18,7,0,0.0546875
176160,128,120,16,8,0,0.0625
176400,128,123,18,5,0,0.0390625
176640,128,113,15,8,0,0.0746800606721825
176880,128,123,18,5,0,0.0390625
177120,128,113,15,8,0,0.0746800606721825
177360,128,123,17,5,0,0.0390625
177600,128,114,15,7,0,0.0668675606721825
177840,128,123,17,5,0,0.0390625
178080,128,114,15,7,0,0.0668675606721825
178320,128,123,17,5,0,0.0390625
178560,128,114,15,7,0,0.0668675606721825
178800,128,123,17,5,0,0.0390625
179040,128,114,15,7,0,0.0668675606721825
179280,128,123,17,5,0,0.0390625
179520,128,114,15,7,0,0.0668675606721825
179760,128,123,17,5,0,0.0390625
180000,128,114,15,7,0,0.0668675606721825
180240,128,123,17,5,0,0.0390625
180480,128,114,15,7,0,0.0668675606721825
180720,128,123,17,5,0,0.0390625
180960,128,114,15,7,0,0.0668675606721825
181200,128,123,17,5,0,0.0390625
181440,128,114,15,7,0,0.0668675606721825
181680,128,123,17,5,0,0.0390625
181920,128,114,15,7,0,0.0668675606721825
182160,128,123,17,5,0,0.0390625
182400,128,114,15,7,0,0.0668675606721825
182640,128,123,17,5,0,0.0390625
182880,128,114,15,7,0,0.0668675606721825
183120,128,123,17,5,0,0.0390625
183360,128,113,14,8,0,0.0746800606721825
183600,128,123,17,5,0,0.0390625
183840,128,113,14,8,0,0.0746800606721825
184080,128,123,17,5,0,0.0390625
184320,128,112,13,9,0,0.0824925606721825
184560,128,123,17,5,0,0.0390625
184800,128,112,13,9,0,0.0824925606721825
185040,128,123,17,5,0,0.0390625
185280,128,112,13,9,0,0.0824925606721825
185520,128,123,17,5,0,0.0390625
185760,128,112,13,9,0,0.0824925606721825
186000,128,123,16,5,0,0.0390625
186240,128,113,13,8,0,0.0746800606721825
186480,128,123,16,5,0,0.0390625
186720,128,112,12,9,0,0.0824925606721825
186960,128,123,16,5,0,0.0390625
187200,128,112,12,9,0,0.0824925606721825
187440,128,123,16,5,0,0.0390625
187680,128,112,12,9,0,0.0824925606721825
187920,128,123,15,5,0,0.0390625
188160,128,113,12,8,0,0.0746800606721825
188400,128,123,15,5,0,0.0390625
188640,128,113,12,8,0,0.0746800606721825
188880,128,123,15,5,0,0.0390625
189120,128,113,12,8,0,0.0746800606721825
189360,128,123,15,5,0,0.0390625
189600,128,113,12,8,0,0.0746800606721825
189840,128,123,14,5,0,0.0390625
190080,128,114,12,7,0,0.0668675606721825
190320,128,123,13,5,0,0.0390625
190560,128,115,12,6,0,0.0590550606721825
190800,128,123,13,5,0,0.0390625
191040,128,115,11,6,0,0.0590550606721825
191280,128,124,13,4,0,0.03125
191520,128,115,11,6,0,0.0590550606721825
191760,128,124,13,4,0,0.03125
192000,128,115,11,6,0,0.0590550606721825
192240,128,124,13,4,0,0.03125
192480,128,115,11,6,0,0.0590550606721825
192720,128,124,13,4,0,0.03125
192960,128,115,11,6,0,0.0590550606721825
193200,128,124,13,4,0,0.03125
193440,128,115,11,6,0,0.0590550606721825
193680,128,124,13,4,0,0.03125
193920,128,115,11,6,0,0.0590550606721825
194160,128,124,13,4,0,0.03125
194400,128,115,11,6,0,0.0590550606721825
194640,128,124,13,4,0,0.03125
194880,128,115,11,6,0,0.0590550606721825
195120,128,124,13,4,0,0.03125
195360,128,115,11,6,0,0.0590550606721825
195600,128,124,13,4,0,0.03125
195840,128,115,11,6,0,0.0590550606721825
196080,128,124,13,4,0,0.03125
196320,128,115,11,6,0,0.0590550606721825
196560,128,124,13,4,0,0.03125
196800,128,115,11,6,0,0.0590550606721825
197040,128,124,13,4,0,0.03125
197280,128,115,11,6,0,0.0590550606721825
197520,128,124,13,4,0,0.03125
197760,128,115,11,6,0,0.0590550606721825
198000,128,124,13,4,0,0.03125
198240,128,115,11,6,0,0.0590550606721825
198480,128,124,13,4,0,0.03125
198720,128,115,11,6,0,0.0590550606721825
198960,128,124,13,4,0,0.03125
199200,128,115,10,6,0,0.0590550606721825
199440,128,125,13,3,0,0.0234375
199680,128,115,10,6,0,0.0590550606721825
199920,128,125,13,3,0,0.0234375
200160,128,115,10,6,0,0.0590550606721825
200400,128,125,13,3,0,0.0234375
200640,128,115,10,6,0,0.0590550606721825
200880,128,125,13,3,0,0.0234375
201120,128,115,10,6,0,0.0590550606721825
201360,128,125,13,3,0,0.0234375
201600,128,115,10,6,0,0.0590550606721825
201840,128,125,13,3,0,0.0234375
202080,128,115,10,6,0,0.0590550606721825
202320,128,125,13,3,0,0.0234375
202560,128,115,10,6,0,0.0590550606721825
202800,128,125,13,3,0,0.0234375
203040,128,115,10,6,0,0.0590550606721825
203280,128,125,13,3,0,0.0234375
203520,128,115,10,6,0,0.0590550606721825
203760,128,125,13,3,0,0.0234375
204000,128,115,10,6,0,0.0590550606721825
204240,128,125,13,3,0,0.0234375
204480,128,115,10,6,0,0.0590550606721825
204720,128,125,13,3,0,0.0234375
204960,128,115,10,6,0,0.0590550606721825
205200,128,125,13,3,0,0.0234375
205440,128,115,10,6,0,0.0590550606721825
205680,128,125,13,3,0,0.0234375
205920,128,115,10,6,0,0.0590550606721825
206160,128,125,13,3,0,0.0234375
206400,128,115,10,6,0,0.0590550606721825
206640,128,125,13,3,0,0.0234375
206880,128,115,10,6,0,0.0590550606721825
207120,128,125,13,3,0,0.0234375
207360,128,115,10,6,0,0.0590550606721825
207600,128,125,13,3,0,0.0234375
207840,128,115,10,6,0,0.0590550606721825
208080,128,125,13,3,0,0.0234375
208320,128,115,9,6,0,0.0590550606721825
208560,128,126,13,2,0,0.015625
208800,128,115,9,6,0,0.0590550606721825
209040,128,126,13,2,0,0.015625
209280,128,115,9,6,0,0.0590550606721825
209520,128,126,13,2,0,0.015625
209760,128,115,9,6,0,0.0590550606721825
210000,128,126,13,2,0,0.015625
210240,128,115,9,6,0,0.0590550606721825
210480,128,126,13,2,0,0.015625
210720,128,115,9,6,0,0.0590550606721825
210960,128,126,13,2,0,0.015625
211200,128,115,9,6,0,0.0590550606721825
211440,128,126,13,2,0,0.015625
211680,128,115,9,6,0,0.0590550606721825
211920,128,126,13,2,0,0.015625
212160,128,115,9,6,0,0.0590550606721825
212400,128,126,13,2,0,0.015625
212640,128,115,9,6,0,0.0590550606721825
212880,128,126,13,2,0,0.015625
213120,128,115,9,6,0,0.0590550606721825
213360,128,126,13,2,0,0.015625
213600,128,115,9,6,0,0.0590550606721825
213840,128,126,13,2,0,0.015625
214080,128,115,9,6,0,0.0590550606721825
214320,128,126,13,2,0,0.015625
214560,128,115,9,6,0,0.0590550606721825
214800,128,126,13,2,0,0.015625
215040,128,115,9,6,0,0.0590550606721825
215280,128,126,13,2,0,0.015625
215520,128,115,9,6,0,0.0590550606721825
215760,128,126,13,2,0,0.015625
216000,128,115,9,6,0,0.0590550606721825
216240,128,126,13,2,0,0.015625
216480,128,115,9,6,0,0.0590550606721825
216720,128,126,13,2,0,0.015625
216960,128,115,9,6,0,0.0590550606721825
217200,128,126,13,2,0,0.015625
217440,128,115,9,6,0,0.0590550606721825
217680,128,126,13,2,0,0.015625
217920,128,115,9,6,0,0.0590550606721825
218160,128,126,13,2,0,0.015625
218400,128,115,9,6,0,0.0590550606721825
218640,128,126,13,2,0,0.015625
218880,128,115,9,6,0,0.0590550606721825
219120,128,126,13,2,0,0.015625
219360,128,115,9,6,0,0.0590550606721825
219600,128,126,13,2,0,0.015625
219840,128,115,9,6,0,0.0590550606721825
220080,128,126,13,2,0,0.015625
220320,128,115,9,6,0,0.0590550606721825
220560,128,126,13,2,0,0.015625
220800,128,115,9,6,0,0.0590550606721825
221040,128,126,13,2,0,0.015625
221280,128,115,9,6,0,0.0590550606721825
221520,128,126,13,2,0,0.015625
221760,128,115,9,6,0,0.0590550606721825
222000,128,126,13,2,0,0.015625
222240,128,115,9,6,0,0.0590550606721825
222480,128,126,13,2,0,0.015625
222720,128,115,9,6,0,0.0590550606721825
222960,128,126,13,2,0,0.015625
223200,128,115,9,6,0,0.0590550606721825
223440,128,126,13,2,0,0.015625
223680,128,115,9,6,0,0.0590550606721825
223920,128,126,13,2,0,0.015625
224160,128,115,9,6,0,0.0590550606721825
224400,128,126,13,2,0,0.015625
224640,128,115,9,6,0,0.0590550606721825
224880,128,126,13,2,0,0.015625
225120,128,115,9,6,0,0.0590550606721825
225360,128,126,13,2,0,0.015625
225600,128,115,9,6,0,0.0590550606721825
225840,128,126,13,2,0,0.015625
226080,128,107,8,7,0,0.08890585279466406
226320,128,126,13,2,0,0.015625
226560,128,107,8,7,0,0.08890585279466406
226800,128,126,13,2,0,0.015625
227040,128,107,8,7,0,0.08890585279466406
227280,128,126,13,2,0,0.015625
227520,128,107,8,7,0,0.08890585279466406
227760,128,126,12,2,0,0.015625
228000,128,108,8,6,0,0.08109335279466406
228240,128,126,12,2,0,0.015625
228480,128,108,8,6,0,0.08109335279466406
228720,128,126,12,2,0,0.015625
228960,128,108,8,6,0,0.08109335279466406
229200,128,126,12,2,0,0.015625
229440,128,108,8,6,0,0.08109335279466406
229680,128,126,12,2,0,0.015625
229920,128,108,8,6,0,0.08109335279466406
230160,128,126,12,2,0,0.015625
230400,128,108,8,6,0,0.08109335279466406
230640,128,126,12,2,0,0.015625
230880,128,108,8,6,0,0.08109335279466406
231120,128,126,12,2,0,0.015625
231360,128,108,8,6,0,0.08109335279466406
231600,128,126,12,2,0,0.015625
231840,128,108,8,6,0,0.08109335279466406
232080,128,126,12,2,0,0.015625
232320,128,108,8,6,0,0.08109335279466406
232560,128,126,12,2,0,0.015625
232800,128,108,8,6,0,0.08109335279466406
233040,128,126,12,2,0,0.015625
233280,128,108,8,6,0,0.08109335279466406
233520,128,126,12,2,0,0.015625
233760,128,108,8,6,0,0.08109335279466406
234000,128,126,12,2,0,0.015625
234240,128,108,8,6,0,0.08109335279466406
234480,128,126,12,2,0,0.015625
234720,128,108,8,6,0,0.08109335279466406
234960,128,126,12,2,0,0.015625
235200,128,108,8,6,0,0.08109335279466406
235440,128,126,12,2,0,0.015625
235680,128,108,8,6,0,0.08109335279466406
235920,128,126,12,2,0,0.015625
236160,128,108,8,6,0,0.08109335279466406
236400,128,126,12,2,0,0.015625
236640,128,108,7,6,0,0.08109335279466406
236880,128,127,12,1,0,0.0078125
237120,128,108,7,6,0,0.08109335279466406
237360,128,127,12,1,0,0.0078125
237600,128,108,7,6,0,0.08109335279466406
237840,128,127,12,1,0,0.0078125
238080,128,108,7,6,0,0.08109335279466406
238320,128,127,12,1,0,0.0078125
238560,128,108,7,6,0,0.08109335279466406
238800,128,127,12,1,0,0.0078125
239040,128,108,7,6,0,0.08109335279466406
239280,128,127,12,1,0,0.0078125
239520,128,108,7,6,0,0.08109335279466406
239760,128,127,12,1,0,0.0078125
240000,128,108,7,6,0,0.08109335279466406
240240,128,127,11,1,0,0.0078125
240480,128,109,7,5,0,0.07328085279466406
240720,128,127,11,1,0,0.0078125
240960,128,109,7,5,0,0.07328085279466406
241200,128,127,11,1,0,0.0078125
241440,128,109,7,5,0,0.07328085279466406
241680,128,127,11,1,0,0.0078125
241920,128,109,7,5,0,0.07328085279466406
242160,128,127,11,1,0,0.0078125
242400,128,109,7,5,0,0.07328085279466406
242640,128,127,11,1,0,0.0078125
242880,128,109,7,5,0,0.07328085279466406
243120,128,127,11,1,0,0.0078125
243360,128,109,7,5,0,0.07328085279466406
243600,128,127,11,1,0,0.0078125
243840,128,109,7,5,0,0.07328085279466406
244080,128,127,11,1,0,0.0078125
244320,128,109,7,5,0,0.07328085279466406
244560,128,127,11,1,0,0.0078125
244800,128,109,7,5,0,0.07328085279466406
245040,128,127,11,1,0,0.0078125
245280,128,109,7,5,0,0.07328085279466406
245520,128,127,11,1,0,0.0078125
245760,128,109,7,5,0,0.07328085279466406
246000,128,127,10,1,0,0.0078125
246240,128,110,7,4,0,0.06546835279466406
246480,128,127,10,1,0,0.0078125
246720,128,110,7,4,0,0.06546835279466406
246960,128,127,10,1,0,0.0078125
247200,128,110,7,4,0,0.06546835279466406
247440,128,127,10,1,0,0.0078125
247680,128,110,7,4,0,0.06546835279466406
247920,128,127,10,1,0,0.0078125
248160,128,110,7,4,0,0.06546835279466406
248400,128,127,10,1,0,0.0078125
248640,128,110,7,4,0,0.06546835279466406
248880,128,127,10,1,0,0.0078125
249120,128,110,7,4,0,0.06546835279466406
249360,128,127,10,1,0,0.0078125
249600,128,110,7,4,0,0.06546835279466406
249840,128,127,10,1,0,0.0078125
250080,128,110,7,4,0,0.06546835279466406
250320,128,127,10,1,0,0.0078125
250560,128,110,7,4,0,0.06546835279466406
250800,128,127,10,1,0,0.0078125
251040,128,110,7,4,0,0.06546835279466406
251280,128,127,10,1,0,0.0078125
251520,128,110,7,4,0,0.06546835279466406
251760,128,127,10,1,0,0.0078125
252000,128,110,7,4,0,0.06546835279466406
252240,128,127,9,1,0,0.0078125
252480,128,111,7,3,0,0.05765585279466405
252720,128,127,9,1,0,0.0078125
252960,128,111,7,3,0,0.05765585279466405
253200,128,127,9,1,0,0.0078125
253440,128,111,7,3,0,0.05765585279466405
253680,128,127,9,1,0,0.0078125
253920,128,111,7,3,0,0.05765585279466405
254160,128,127,9,1,0,0.0078125
254400,128,111,7,3,0,0.05765585279466405
254640,128,127,9,1,0,0.0078125
254880,128,111,7,3,0,0.05765585279466405
255120,128,127,9,1,0,0.0078125
255360,128,111,7,3,0,0.05765585279466405
255600,128,127,9,1,0,0.0078125
255840,128,111,7,3,0,0.05765585279466405
256080,128,127,9,1,0,0.0078125
256320,128,111,7,3,0,0.05765585279466405
256560,128,127,9,1,0,0.0078125
256800,128,111,7,3,0,0.05765585279466405
257040,128,127,9,1,0,0.0078125
257280,128,111,7,3,0,0.05765585279466405
257520,128,127,9,1,0,0.0078125
257760,128,111,7,3,0,0.05765585279466405
258000,128,126,8,2,0,0.015625
258240,128,111,7,3,0,0.05765585279466405
258480,128,126,8,2,0,0.015625
258720,128,111,7,3,0,0.05765585279466405
258960,128,126,8,2,0,0.015625
259200,128,111,7,3,0,0.05765585279466405
259440,128,126,8,2,0,0.015625
259680,128,111,7,3,0,0.05765585279466405
259920,128,126,8,2,0,0.015625
260160,128,111,7,3,0,0.05765585279466405
260400,128,126,8,2,0,0.015625
260640,128,111,7,3,0,0.05765585279466405
260880,128,126,8,2,0,0.015625
261120,128,111,7,3,0,0.05765585279466405
261360,128,126,8,2,0,0.015625
261600,128,111,7,3,0,0.05765585279466405
261840,128,126,8,2,0,0.015625
262080,128,111,7,3,0,0.05765585279466405
262320,128,126,8,2,0,0.015625
262560,128,111,7,3,0,0.05765585279466405
262800,128,126,8,2,0,0.015625
263040,128,111,7,3,0,0.05765585279466405
263280,128,126,7,2,0,0.015625
263520,128,119,7,2,0,0.03766329212248156
263760,128,126,7,2,0,0.015625
264000,128,119,7,2,0,0.03766329212248156
264240,128,126,7,2,0,0.015625
264480,128,119,6,2,0,0.03766329212248156
264720,128,127,7,1,0,0.0078125
264960,128,119,6,2,0,0.03766329212248156
265200,128,127,7,1,0,0.0078125
265440,128,119,6,2,0,0.03766329212248156
265680,128,127,7,1,0,0.0078125
265920,128,119,6,2,0,0.03766329212248156
266160,128,127,7,1,0,0.0078125
266400,128,119,6,2,0,0.03766329212248156
266640,128,127,7,1,0,0.0078125
266880,128,119,6,2,0,0.03766329212248156
267120,128,127,7,1,0,0.0078125
267360,128,119,6,2,0,0.03766329212248156
267600,128,127,7,1,0,0.0078125
267840,128,119,6,2,0,0.03766329212248156
268080,128,127,7,1,0,0.0078125
268320,128,119,6,2,0,0.03766329212248156
268560,128,127,7,1,0,0.0078125
268800,128,119,6,2,0,0.03766329212248156
269040,128,127,7,1,0,0.0078125
269280,128,119,6,2,0,0.03766329212248156
269520,128,127,7,1,0,0.0078125
269760,128,119,6,2,0,0.03766329212248156
270000,128,127,7,1,0,0.0078125
270240,128,119,6,2,0,0.03766329212248156
270480,128,127,7,1,0,0.0078125
270720,128,119,6,2,0,0.03766329212248156
270960,128,127,7,1,0,0.0078125
271200,128,119,6,2,0,0.03766329212248156
271440,128,127,7,1,0,0.0078125
271680,128,119,6,2,0,0.03766329212248156
271920,128,127,7,1,0,0.0078125
272160,128,119,6,2,0,0.03766329212248156
272400,128,127,7,1,0,0.0078125
272640,128,119,6,2,0,0.03766329212248156
272880,128,127,7,1,0,0.0078125
273120,128,119,6,2,0,0.03766329212248156
273360,128,127,7,1,0,0.0078125
273600,128,119,6,2,0,0.03766329212248156
273840,128,127,7,1,0,0.0078125
274080,128,119,6,2,0,0.03766329212248156
274320,128,127,6,1,0,0.0078125
274560,128,120,6,1,0,0.02985079212248156
274800,128,127,6,1,0,0.0078125
275040,128,120,6,1,0,0.02985079212248156
275280,128,127,6,1,0,0.0078125
275520,128,120,6,1,0,0.02985079212248156
275760,128,126,5,2,0,0.015625
276000,128,120,6,1,0,0.02985079212248156
276240,128,126,5,2,0,0.015625
276480,128,120,6,1,0,0.02985079212248156
276720,128,122,4,3,0,0.03961409070995975
276960,128,120,6,1,0,0.02985079212248156
277200,128,122,4,3,0,0.03961409070995975
277440,128,120,6,1,0,0.02985079212248156
277680,128,122,4,3,0,0.03961409070995975
277920,128,120,6,1,0,0.02985079212248156
278160,128,122,4,3,0,0.03961409070995975
278400,128,120,6,1,0,0.02985079212248156
278640,128,122,4,3,0,0.03961409070995975
278880,128,120,6,1,0,0.02985079212248156
279120,128,122,4,3,0,0.03961409070995975
279360,128,120,6,1,0,0.02985079212248156
279600,128,122,4,3,0,0.03961409070995975
279840,128,120,6,1,0,0.02985079212248156
280080,128,122,4,3,0,0.03961409070995975
280320,128,120,6,1,0,0.02985079212248156
280560,128,122,4,3,0,0.03961409070995975
280800,128,120,6,1,0,0.02985079212248156
281040,128,122,4,3,0,0.03961409070995975
281280,128,120,6,1,0,0.02985079212248156
281520,128,122,4,3,0,0.03961409070995975
281760,128,120,6,1,0,0.02985079212248156
282000,128,122,4,3,0,0.03961409070995975
282240,128,120,6,1,0,0.02985079212248156
282480,128,122,4,3,0,0.03961409070995975
282720,128,120,6,1,0,0.02985079212248156
282960,128,122,4,3,0,0.03961409070995975
283200,128,120,6,1,0,0.02985079212248156
283440,128,122,4,3,0,0.03961409070995975
283680,128,120,6,1,0,0.02985079212248156
283920,128,122,4,3,0,0.03961409070995975
284160,128,120,6,1,0,0.02985079212248156
284400,128,122,4,3,0,0.03961409070995975
284640,128,120,6,1,0,0.02985079212248156
284880,128,122,4,3,0,0.03961409070995975
285120,128,120,6,1,0,0.02985079212248156
285360,128,122,4,3,0,0.03961409070995975
285600,128,120,6,1,0,0.02985079212248156
285840,128,122,4,3,0,0.03961409070995975
286080,128,120,6,1,0,0.02985079212248156
286320,128,122,4,3,0,0.03961409070995975
286560,128,120,6,1,0,0.02985079212248156
286800,128,122,4,3,0,0.03961409070995975
287040,128,120,6,1,0,0.02985079212248156
287280,128,122,4,3,0,0.03961409070995975
287520,128,120,6,1,0,0.02985079212248156
287760,128,122,4,3,0,0.03961409070995975
288000,128,120,6,1,0,0.02985079212248156
288240,128,122,4,3,0,0.03961409070995975
288480,128,120,6,1,0,0.02985079212248156
288720,128,122,4,3,0,0.03961409070995975
288960,128,120,6,1,0,0.02985079212248156
289200,128,121,3,4,0,0.04742659070995975
289440,128,120,6,1,0,0.02985079212248156
289680,128,121,3,4,0,0.04742659070995975
289920,128,120,6,1,0,0.02985079212248156
290160,128,121,3,4,0,0.04742659070995975
290400,128,120,6,1,0,0.02985079212248156
290640,128,121,3,4,0,0.04742659070995975
290880,128,120,6,1,0,0.02985079212248156
291120,128,121,3,4,0,0.04742659070995975
291360,128,120,6,1,0,0.02985079212248156
291600,128,121,3,4,0,0.04742659070995975
291840,128,120,6,1,0,0.02985079212248156
292080,128,121,3,4,0,0.04742659070995975
292320,128,120,6,1,0,0.02985079212248156
292560,128,121,3,4,0,0.04742659070995975
292800,128,120,6,1,0,0.02985079212248156
293040,128,121,3,4,0,0.04742659070995975
293280,128,120,6,1,0,0.02985079212248156
293520,128,121,3,4,0,0.04742659070995975
293760,128,120,6,1,0,0.02985079212248156
294000,128,121,3,4,0,0.04742659070995975
294240,128,120,6,1,0,0.02985079212248156
294480,128,121,3,4,0,0.04742659070995975
294720,128,120,6,1,0,0.02985079212248156
294960,128,121,3,4,0,0.04742659070995975
295200,128,120,6,1,0,0.02985079212248156
295440,128,120,2,5,0,0.05523909070995975
295680,128,120,6,1,0,0.02985079212248156
295920,128,120,2,5,0,0.05523909070995975
296160,128,120,6,1,0,0.02985079212248156
296400,128,120,2,5,0,0.05523909070995975
296640,128,120,6,1,0,0.02985079212248156
296880,128,120,2,5,0,0.05523909070995975
297120,128,120,6,1,0,0.02985079212248156
297360,128,120,2,5,0,0.05523909070995975
297600,128,120,6,1,0,0.02985079212248156
297840,128,120,2,5,0,0.05523909070995975
298080,128,120,6,1,0,0.02985079212248156
298320,128,120,2,5,0,0.05523909070995975
298560,128,120,6,1,0,0.02985079212248156
298800,128,120,2,5,0,0.05523909070995975
299040,128,120,6,1,0,0.02985079212248156
299280,128,120,2,5,0,0.05523909070995975
299520,128,120,6,1,0,0.02985079212248156
299760,128,120,2,5,0,0.05523909070995975
300000,128,120,6,1,0,0.02985079212248156
300240,128,120,2,5,0,0.05523909070995975
300480,128,120,6,1,0,0.02985079212248156
300720,128,120,2,5,0,0.05523909070995975
300960,128,120,6,1,0,0.02985079212248156
301200,128,120,2,5,0,0.05523909070995975
301440,128,120,6,1,0,0.02985079212248156
301680,128,120,2,5,0,0.05523909070995975
301920,128,120,6,1,0,0.02985079212248156
302160,128,120,2,5,0,0.05523909070995975
302400,128,120,6,1,0,0.02985079212248156
302640,128,120,2,5,0,0.05523909070995975
302880,128,120,6,1,0,0.02985079212248156
303120,128,120,2,5,0,0.05523909070995975
303360,128,120,6,1,0,0.02985079212248156
303600,128,120,2,5,0,0.05523909070995975
303840,128,120,6,1,0,0.02985079212248156
304080,128,120,2,5,0,0.05523909070995975
304320,128,120,6,1,0,0.02985079212248156
304560,128,120,2,5,0,0.05523909070995975
304800,128,120,6,1,0,0.02985079212248156
305040,128,120,2,5,0,0.05523909070995975
305280,128,120,6,1,0,0.02985079212248156
305520,128,120,2,5,0,0.05523909070995975
305760,128,120,6,1,0,0.02985079212248156
306000,128,120,2,5,0,0.05523909070995975
306240,128,120,6,1,0,0.02985079212248156
306480,128,120,2,5,0,0.05523909070995975
306720,128,120,6,1,0,0.02985079212248156
306960,128,120,2,5,0,0.05523909070995975
307200,128,120,6,1,0,0.02985079212248156
307440,128,120,2,5,0,0.05523909070995975
307680,128,120,6,1,0,0.02985079212248156
307920,128,120,2,5,0,0.05523909070995975
308160,128,120,6,1,0,0.02985079212248156
308400,128,120,2,5,0,0.05523909070995975
308640,128,120,6,1,0,0.02985079212248156
308880,128,120,2,5,0,0.05523909070995975
309120,128,120,6,1,0,0.02985079212248156
309360,128,120,2,5,0,0.05523909070995975
309600,128,120,6,1,0,0.02985079212248156
309840,128,120,2,5,0,0.05523909070995975
310080,128,120,6,1,0,0.02985079212248156
310320,128,120,2,5,0,0.05523909070995975
310560,128,120,6,1,0,0.02985079212248156
310800,128,120,2,5,0,0.05523909070995975
311040,128,120,6,1,0,0.02985079212248156
311280,128,120,2,5,0,0.05523909070995975
311520,128,120,6,1,0,0.02985079212248156
311760,128,120,2,5,0,0.05523909070995975
312000,128,120,6,1,0,0.02985079212248156
312240,128,120,2,5,0,0.05523909070995975
312480,128,120,6,1,0,0.02985079212248156
312720,128,120,2,5,0,0.05523909070995975
312960,128,120,6,1,0,0.02985079212248156
313200,128,120,2,5,0,0.05523909070995975
313440,128,120,6,1,0,0.02985079212248156
313680,128,120,2,5,0,0.05523909070995975
313920,128,120,6,1,0,0.02985079212248156
314160,128,120,2,5,0,0.05523909070995975
314400,128,120,6,1,0,0.02985079212248156
314640,128,120,2,5,0,0.05523909070995975
314880,128,120,6,1,0,0.02985079212248156
315120,128,120,2,5,0,0.05523909070995975
315360,128,120,6,1,0,0.02985079212248156
315600,128,120,2,5,0,0.05523909070995975
315840,128,120,6,1,0,0.02985079212248156
316080,128,120,2,5,0,0.05523909070995975
316320,128,120,6,1,0,0.02985079212248156
316560,128,120,2,5,0,0.05523909070995975
316800,128,120,6,1,0,0.02985079212248156
317040,128,120,2,5,0,0.05523909070995975
317280,128,120,6,1,0,0.02985079212248156
317520,128,120,2,5,0,0.05523909070995975
317760,128,120,6,1,0,0.02985079212248156
318000,128,120,2,5,0,0.05523909070995975
318240,128,120,6,1,0,0.02985079212248156
318480,128,120,2,5,0,0.05523909070995975
318720,128,120,6,1,0,0.02985079212248156
318960,128,120,2,5,0,0.05523909070995975
319200,128,120,6,1,0,0.02985079212248156
319440,128,120,2,5,0,0.05523909070995975
319680,128,120,6,1,0,0.02985079212248156
319920,128,120,2,5,0,0.05523909070995975
320160,128,120,6,1,0,0.02985079212248156
320400,128,120,2,5,0,0.05523909070995975
320640,128,120,6,1,0,0.02985079212248156
320880,128,120,2,5,0,0.05523909070995975
321120,128,120,6,1,0,0.02985079212248156
321360,128,120,2,5,0,0.05523909070995975
321600,128,120,6,1,0,0.02985079212248156
321840,128,120,2,5,0,0.05523909070995975
322080,128,120,6,1,0,0.02985079212248156
322320,128,120,2,5,0,0.05523909070995975
322560,128,120,6,1,0,0.02985079212248156
322800,128,120,2,5,0,0.05523909070995975
323040,128,120,6,1,0,0.02985079212248156
323280,128,120,2,5,0,0.05523909070995975
323520,128,120,6,1,0,0.02985079212248156
323760,128,120,2,5,0,0.05523909070995975
324000,128,120,6,1,0,0.02985079212248156
324240,128,120,2,5,0,0.05523909070995975
324480,128,120,6,1,0,0.02985079212248156
324720,128,120,2,5,0,0.05523909070995975
324960,128,120,6,1,0,0.02985079212248156
325200,128,120,2,5,0,0.05523909070995975
325440,128,120,6,1,0,0.02985079212248156
325680,128,120,2,5,0,0.05523909070995975
325920,128,120,6,1,0,0.02985079212248156
326160,128,120,2,5,0,0.05523909070995975
326400,128,120,6,1,0,0.02985079212248156
326640,128,120,2,5,0,0.05523909070995975
326880,128,120,6,1,0,0.02985079212248156
327120,128,120,2,5,0,0.05523909070995975
327360,128,120,6,1,0,0.02985079212248156
327600,128,120,2,5,0,0.05523909070995975
