time,idle_node,busy_node,full_node,idle_gpu,busy_gpu,pending_job,running_job,completed_job
59928,0,0,0,0,0,6,2,27
61005,0,0,0,0,0,6,3,27
61307,0,0,0,0,0,6,4,27
61547,0,0,0,0,0,6,3,28
64667,0,0,0,0,0,6,4,28
67057,0,0,0,0,0,6,5,28
67684,0,0,0,0,0,6,4,29
69046,0,0,0,0,0,6,5,29
69966,0,0,0,0,0,6,4,30
70397,0,0,0,0,0,6,3,31
72602,0,0,0,0,0,7,3,31
73427,0,0,0,0,0,7,2,32
74761,0,0,0,0,0,7,3,32
77100,0,0,0,0,0,7,4,32
77397,0,0,0,0,0,7,3,33
77755,0,0,0,0,0,7,4,33
77995,0,0,0,0,0,7,3,34
81732,0,0,0,0,0,7,2,35
83698,0,0,0,0,0,7,3,35
84605,0,0,0,0,0,7,2,36
88599,0,0,0,0,0,7,3,36
88863,0,0,0,0,0,7,4,36
89271,0,0,0,0,0,7,3,37
90967,0,0,0,0,0,7,4,37
92785,0,0,0,0,0,7,3,38
93025,0,0,0,0,0,8,3,38
93778,0,0,0,0,0,8,4,38
94192,0,0,0,0,0,8,3,39
94912,0,0,0,0,0,8,4,39
95887,0,0,0,0,0,8,3,40
96127,0,0,0,0,0,8,4,40
97188,0,0,0,0,0,8,3,41
98190,0,0,0,0,0,8,2,42
99250,0,0,0,0,0,7,2,43
99804,0,0,0,0,0,8,2,43
100846,0,0,0,0,0,8,3,43
102082,0,0,0,0,0,8,2,44
103518,0,0,0,0,0,8,3,44
104173,0,0,0,0,0,9,3,44
104556,0,0,0,0,0,9,2,45
107390,0,0,0,0,0,9,3,45
107630,0,0,0,0,0,9,2,46
110839,0,0,0,0,0,9,3,46
111600,0,0,0,0,0,9,2,47
111840,0,0,0,0,0,9,3,47
112417,0,0,0,0,0,9,2,48
113024,0,0,0,0,0,9,3,48
113264,0,0,0,0,0,9,2,49
116202,0,0,0,0,0,8,2,50
116819,0,0,0,0,0,8,3,50
117125,0,0,0,0,0,8,2,51
118749,0,0,0,0,0,8,3,51
119411,0,0,0,0,0,8,2,52
119749,0,0,0,0,0,8,3,52
120125,0,0,0,0,0,8,4,52
120365,0,0,0,0,0,8,3,53
120714,0,0,0,0,0,8,4,53
122518,0,0,0,0,0,8,5,53
122758,0,0,0,0,0,8,4,54
122998,0,0,0,0,0,8,5,54
123313,0,0,0,0,0,8,4,55
123617,0,0,0,0,0,8,3,56
126368,0,0,0,0,0,8,4,56
126608,0,0,0,0,0,8,3,57
126848,0,0,0,0,0,8,4,57
128625,0,0,0,0,0,8,3,58
130471,0,0,0,0,0,8,4,58
131027,0,0,0,0,0,8,5,58
131267,0,0,0,0,0,8,4,59
131911,0,0,0,0,0,8,3,60
135759,0,0,0,0,0,8,4,60
136533,0,0,0,0,0,8,3,61
137597,0,0,0,0,0,8,4,61
137837,0,0,0,0,0,8,3,62
138649,0,0,0,0,0,9,3,62
139743,0,0,0,0,0,9,4,62
139983,0,0,0,0,0,9,3,63
140223,0,0,0,0,0,9,2,64
141324,0,0,0,0,0,9,3,64
141881,0,0,0,0,0,9,2,65
142548,0,0,0,0,0,8,2,66
142788,0,0,0,0,0,8,3,66
143215,0,0,0,0,0,9,3,66
143564,0,0,0,0,0,9,4,66
144640,0,0,0,0,0,9,5,66
145061,0,0,0,0,0,9,4,67
148720,0,0,0,0,0,10,4,67
150185,0,0,0,0,0,10,5,67
150425,0,0,0,0,0,10,6,67
150665,0,0,0,0,0,10,5,68
151185,0,0,0,0,0,10,4,69
151425,0,0,0,0,0,10,3,70
152878,0,0,0,0,0,11,3,70
154820,0,0,0,0,0,11,4,70
155060,0,0,0,0,0,11,3,71
157558,0,0,0,0,0,11,2,72
158272,0,0,0,0,0,10,2,73
158512,0,0,0,0,0,11,2,73
158752,0,0,0,0,0,12,2,73
160760,0,0,0,0,0,12,3,73
161000,0,0,0,0,0,12,4,73
161240,0,0,0,0,0,12,3,74
161673,0,0,0,0,0,12,2,75
162438,0,0,0,0,0,12,3,75
162917,0,0,0,0,0,12,4,75
163302,0,0,0,0,0,13,4,75
163542,0,0,0,0,0,13,3,76
163782,0,0,0,0,0,12,3,77
166427,0,0,0,0,0,12,4,77
166667,0,0,0,0,0,13,4,77
167704,0,0,0,0,0,13,5,77
170437,0,0,0,0,0,13,4,78
170677,0,0,0,0,0,14,4,78
171011,0,0,0,0,0,14,5,78
171365,0,0,0,0,0,14,6,78
172247,0,0,0,0,0,14,5,79
172487,0,0,0,0,0,14,4,80
172727,0,0,0,0,0,13,4,81
174553,0,0,0,0,0,13,5,81
175273,0,0,0,0,0,13,4,82
175513,0,0,0,0,0,13,5,82
175801,0,0,0,0,0,13,4,83
177889,0,0,0,0,0,13,3,84
190341,0,0,0,0,0,13,2,85
199774,0,0,0,0,0,12,2,86
212757,0,0,0,0,0,11,2,87
236291,0,0,0,0,0,10,2,88
272133,0,0,0,0,0,9,2,88
284289,0,0,0,0,0,8,2,88
303927,0,0,0,0,0,6,3,88
322766,0,0,0,0,0,6,2,88
369051,0,0,0,0,0,5,2,88
404016,0,0,0,0,0,4,2,89
458075,0,0,0,0,0,3,2,90
474396,0,0,0,0,0,2,2,90
641210,0,0,0,0,0,1,2,91
853758,0,0,0,0,0,0,2,92
949765,0,0,0,0,0,0,1,92
